tpaltitude	ktemp
109.70346832275	245.11306762695
109.33246612549	240.7445526123
108.9613494873	235.986328125
108.5901260376	230.47848510742
108.21879577637	224.15434265137
107.84734344482	217.51782226563
107.47578430176	211.35522460938
107.10411071777	206.24563598633
106.73232269287	202.2710723877
106.36042785645	198.95413208008
105.9884262085	195.84275817871
105.61631011963	192.83743286133
105.24408721924	190.38693237305
104.87175750732	189.35800170898
104.49931335449	190.3307800293
104.12684631348	193.04312133789
103.75373077393	196.60327148438
103.38062286377	199.86360168457
103.00740814209	201.91557312012
102.63407897949	202.59375
102.26063537598	202.59336853027
101.88707733154	202.87483215332
101.51340484619	204.10539245605
101.13961791992	206.09956359863
100.76572418213	207.83874511719
100.39171600342	208.11894226074
100.01760101318	206.2658996582
99.643379211426	202.3561706543
99.269035339355	197.49919128418
98.894577026367	193.50317382813
98.520011901855	191.82223510742
98.145332336426	192.53559875488
97.770545959473	194.70520019531
97.395637512207	196.66110229492
97.020629882813	196.76089477539
96.6455078125	194.02160644531
96.270278930664	188.69345092773
95.894943237305	182.14198303223
95.518951416016	176.0364074707
95.143424987793	171.4621887207
94.767417907715	168.45010375977
94.391296386719	166.61770629883
94.015068054199	165.23483276367
93.638717651367	163.5866394043
93.262260437012	161.65571594238
92.885688781738	159.84631347656
92.509010314941	158.35913085938
92.132217407227	157.19686889648
91.755310058594	156.43399047852
91.378295898438	156.18351745605
91.001174926758	156.74549865723
90.62393951416	158.7590637207
90.246597290039	162.58383178711
89.869140625	168.13993835449
89.491569519043	174.71797180176
89.113883972168	181.40026855469
88.736083984375	186.84677124023
88.358177185059	190.35940551758
87.980163574219	191.76593017578
87.602035522461	190.90805053711
87.223762512207	188.76812744141
86.845062255859	186.50186157227
86.466247558594	184.68859863281
86.087326049805	183.77474975586
85.708290100098	184.66976928711
85.329154968262	186.86260986328
84.949913024902	189.94515991211
84.570541381836	193.47250366211
84.191070556641	196.87966918945
83.811492919922	199.20909118652
83.431800842285	200.14907836914
83.05199432373	199.51789855957
82.672080993652	197.58786010742
82.292060852051	194.74388122559
81.911933898926	191.94972229004
81.531692504883	189.78588867188
81.151344299316	188.75944519043
80.770881652832	189.11836242676
80.39030456543	190.80352783203
80.009613037109	193.22074890137
79.628807067871	195.90255737305
79.247894287109	198.24179077148
78.867080688477	199.74180603027
78.485481262207	200.06045532227
78.103912353516	199.10525512695
77.722229003906	197.23356628418
77.340446472168	195.10832214355
76.958557128906	193.54039001465
76.576545715332	193.33152770996
76.194435119629	195.015625
75.812217712402	198.35426330566
75.429878234863	202.5979309082
75.047431945801	206.88876342773
74.66487121582	210.48554992676
74.282196044922	212.69174194336
73.899421691895	213.60893249512
73.51651763916	213.70956420898
73.133522033691	213.25695800781
72.750411987305	212.64912414551
72.367195129395	212.41532897949
71.983856201172	212.69050598145
71.600410461426	213.53784179688
71.216857910156	215.03503417969
70.83317565918	216.98503112793
70.449378967285	219.14474487305
70.065788269043	221.32333374023
69.680946350098	223.36701965332
69.296485900879	225.25619506836
68.911933898926	227.05793762207
68.52725982666	229.0736541748
68.142478942871	231.26095581055
67.757583618164	233.37419128418
67.372573852539	235.17497253418
66.987457275391	236.4751739502
66.602233886719	236.74589538574
66.216896057129	236.10615539551
65.831436157227	234.92036437988
65.445869445801	233.48611450195
65.060188293457	232.1519317627
64.67440032959	231.2972869873
64.288497924805	230.92793273926
63.902481079102	231.05850219727
63.516357421875	231.64057922363
63.130126953125	232.56147766113
62.743789672852	233.94450378418
62.357345581055	235.841796875
61.970771789551	238.16793823242
61.584083557129	240.87142944336
61.196502685547	243.79696655273
60.809791564941	246.62246704102
60.422435760498	249.09899902344
60.034973144531	251.06823730469
59.647392272949	252.45710754395
59.259708404541	253.37854003906
58.87190246582	253.9633026123
58.483993530273	254.46269226074
58.095962524414	255.06083679199
57.707832336426	255.89115905762
57.319591522217	256.97375488281
56.93123626709	258.27435302734
56.542774200439	259.63662719727
56.154193878174	260.88415527344
55.765506744385	261.86968994141
55.376693725586	262.50354003906
54.987777709961	262.80044555664
54.598754882813	262.86239624023
54.209609985352	262.85668945313
53.820362091064	262.92840576172
53.431007385254	263.18322753906
53.041530609131	263.67184448242
52.651767730713	264.42895507813
52.261714935303	265.40737915039
51.871566772461	266.51065063477
51.481311798096	267.61114501953
51.09094619751	268.52569580078
50.700485229492	269.05499267578
50.309871673584	269.10552978516
49.919151306152	268.71585083008
49.528308868408	268.02606201172
49.137351989746	267.27828979492
48.746318817139	266.71575927734
48.355140686035	266.49038696289
47.963859558105	266.62225341797
47.572467803955	267.01870727539
47.180953979492	267.51593017578
46.789363861084	267.91107177734
46.397613525391	268.03826904297
46.005752563477	267.8078918457
45.613777160645	267.20672607422
45.221656799316	266.26797485352
44.829486846924	265.08074951172
44.437629699707	263.73333740234
44.044486999512	262.28912353516
43.651580810547	260.82400512695
43.258544921875	259.40399169922
42.86547088623	258.12823486328
42.472179412842	257.08560180664
42.078796386719	256.35485839844
41.68529510498	255.93269348145
41.291675567627	255.74914550781
