tpaltitude	ktemp
40.898040771484	255.63618469238
40.504154205322	255.44844055176
40.110145568848	255.07028198242
39.716011047363	254.47952270508
39.321720123291	253.71894836426
38.927463531494	252.87492370605
38.532905578613	251.98706054688
38.138263702393	251.06021118164
37.743465423584	250.04609680176
37.34850692749	248.90048217773
36.953605651855	247.57827758789
36.558307647705	246.06086730957
36.162914276123	244.35612487793
35.767372131348	242.48628234863
35.37223815918	240.46862792969
34.975654602051	238.33679199219
34.579193115234	236.14645385742
34.1826171875	233.96264648438
33.785888671875	231.90835571289
33.388931274414	230.12422180176
32.992202758789	228.7320098877
32.594863891602	227.81948852539
32.197578430176	227.42678833008
31.800210952759	227.44270324707
31.402605056763	227.66275024414
31.005331039429	227.87973022461
30.607196807861	227.91264343262
30.208959579468	227.61225891113
29.81050491333	226.96630859375
29.411741256714	226.08126831055
29.013450622559	225.05839538574
28.613983154297	223.99755859375
28.214485168457	223.02661132813
27.814878463745	222.18325805664
27.414888381958	221.37113952637
27.015672683716	220.51794433594
26.613534927368	219.53169250488
26.213537216187	218.29570007324
25.81175994873	216.76998901367
25.409481048584	215.10864257813
25.008230209351	213.45986938477
24.604747772217	211.97988891602
24.20140838623	210.89445495605
23.798057556152	210.32695007324
23.39416885376	210.21643066406
22.992149353027	210.49203491211
22.587440490723	211.03596496582
22.182867050171	211.65444946289
21.777540206909	212.17678833008
21.371500015259	212.54508972168
20.967805862427	212.73007202148
20.559907913208	212.71333312988
20.151922225952	212.56210327148
19.743141174316	212.3918762207
19.333826065063	212.29794311523
18.92741394043	212.2954864502
18.516788482666	212.45210266113
18.104930877686	212.75500488281
17.692945480347	213.12214660645
17.279190063477	213.45156860352
16.870262145996	213.68807983398
16.453737258911	213.72563171387
16.037170410156	213.50387573242
15.61891746521	213.01443481445
15.197639465332	212.28266906738
14.781962394714	211.56063842773
14.355937004089	210.82063293457
13.929931640625	210.0806427002
